state (level2),lga (level3),lgauid,lgacode (SSLL),lgaparentuid,ward (level 4),warduid
ab Abia State,ab Ukwa West Local Government Area,VIBkrLoSn6m,114,FHlOerryBjk,ab Obokwe Ward II,m6bX33t7maE
ab Abia State,ab Ikwuano Local Government Area,XrdEDixLBo6,105,FHlOerryBjk,ab Oboro 1 Ward,vZNX80H9Z1H
ab Abia State,ab Ikwuano Local Government Area,XrdEDixLBo6,105,FHlOerryBjk,ab Oboro 2 Ward,Hh7287pw1id
ab Abia State,ab Ikwuano Local Government Area,XrdEDixLBo6,105,FHlOerryBjk,ab Oboro 3 Ward,xDeFQUuUhqX
ab Abia State,ab Ikwuano Local Government Area,XrdEDixLBo6,105,FHlOerryBjk,ab Oboro 4 Ward,ZBsHNwPB46a
ab Abia State,ab Ukwa West Local Government Area,VIBkrLoSn6m,114,FHlOerryBjk,ab Obuzor Ward,yZ3JMirTJE6
ab Abia State,ab Osisioma Ngwa Local Government Area,R72wK9F1YKO,111,FHlOerryBjk,ab Ode-Ukwu Ward,pVIP52PgfBq
ab Abia State,ab Umuahia South Local Government Area,gtiaV7dAXXP,116,FHlOerryBjk,ab Ogbodiukwu Ward,bKbIob3cUWu
ab Abia State,ab Aba North Local Government Area,NmLIx68MjRi,101,FHlOerryBjk,ab Ogbor 1 Ward,p5KjKmE3zrY
ab Abia State,ab Aba North Local Government Area,NmLIx68MjRi,101,FHlOerryBjk,ab Ogbor 2 Ward,QnhKkOU3zzE
ab Abia State,ab Isuikwuato Local Government Area,VVYnLplahao,108,FHlOerryBjk,ab Oguduasa Ward,MG8UrNvpMkQ
ab Abia State,ab Ukwa West Local Government Area,VIBkrLoSn6m,114,FHlOerryBjk,ab Ogwe Ward,pc0r1Na0enV
ab Abia State,ab Arochukwu Local Government Area,YmDVu2Zobjx,103,FHlOerryBjk,ab Ohaeke Ward,rBGYWWIp4HE
ab Abia State,ab Arochukwu Local Government Area,YmDVu2Zobjx,103,FHlOerryBjk,ab Ohafor 1 Ward,hhTOFXnhMfo
ab Abia State,ab Arochukwu Local Government Area,YmDVu2Zobjx,103,FHlOerryBjk,ab Ohafor 2 Ward,JTLzLLwYwrN
ab Abia State,ab Ohafia Local Government Area,CaNeJHeZmUR,110,FHlOerryBjk,ab Ohafor Ward,UbrtmBrDMpB
ab Abia State,ab Ukwa East Local Government Area,MOb01aK42zX,113,FHlOerryBjk,ab Ohambele Ward,GNhUBRlFwQv
ab Abia State,ab Umuahia South Local Government Area,gtiaV7dAXXP,116,FHlOerryBjk,ab Ohiaocha Ward,hfc447QkeXp
ab Abia State,ab Ukwa East Local Government Area,MOb01aK42zX,113,FHlOerryBjk,ab Ohuru-Mkporobe Ward,JTzGlpirFYw
ab Abia State,ab Umuahia North Local Government Area,Nya0Lyr9MV5,115,FHlOerryBjk,ab Okaiuga Alike Ward,PJKVqlJLj4K
ab Abia State,ab Ohafia Local Government Area,CaNeJHeZmUR,110,FHlOerryBjk,ab Okamu Ward,LOyhChgcSMf
ab Abia State,ab Isiala-Ngwa South Local Government Area,PvCx4O9hUyE,107,FHlOerryBjk,ab Okporo Ahaba Ward,RXRFGy2Zvrg
ab Abia State,ab Aba South Local Government Area,FQhClVW8Xg4,102,FHlOerryBjk,ab Okporoenyi Ward,rtXithewKhn
ab Abia State,ab Osisioma Ngwa Local Government Area,R72wK9F1YKO,111,FHlOerryBjk,ab Okpu-Umuobo Ward,KBYRDlG7YkD
ab Abia State,ab Aba North Local Government Area,NmLIx68MjRi,101,FHlOerryBjk,ab Old GRA Ward,plwn4B3WIBs
ab Abia State,ab Umuahia South Local Government Area,gtiaV7dAXXP,116,FHlOerryBjk,ab Old Umuahia Ward,lSk8qr9bt0V
ab Abia State,ab Ikwuano Local Government Area,XrdEDixLBo6,105,FHlOerryBjk,ab Oloko 1 Ward,PEZD0f8r3g3
ab Abia State,ab Ikwuano Local Government Area,XrdEDixLBo6,105,FHlOerryBjk,ab Oloko 2 Ward,ZnDErEo4Ezm
ab Abia State,ab Umuahia South Local Government Area,gtiaV7dAXXP,116,FHlOerryBjk,ab Omaegwu Ward,Oumlu5atUMT
ab Abia State,ab Isiala-Ngwa South Local Government Area,PvCx4O9hUyE,107,FHlOerryBjk,ab Omoba Ward,Iqx42AIjhLi
ab Abia State,ab Isiala-Ngwa North Local Government Area,noxZsS0SI3j,106,FHlOerryBjk,ab Oria na Ugaa Ward,rB6dUg6wFwO
ab Abia State,ab Umuahia North Local Government Area,Nya0Lyr9MV5,115,FHlOerryBjk,ab Oriendu Ward,nKBIalIHfsl
ab Abia State,ab Isiala-Ngwa South Local Government Area,PvCx4O9hUyE,107,FHlOerryBjk,ab Osokwa Ward,v9ALacjlZIW
ab Abia State,ab Osisioma Ngwa Local Government Area,R72wK9F1YKO,111,FHlOerryBjk,ab Osokwa Ward (Osisioma Ngwa),LUtlN6YwLTu
ab Abia State,ab Aba North Local Government Area,NmLIx68MjRi,101,FHlOerryBjk,ab Osusu 1 Ward,XNa9B81JjTU
ab Abia State,ab Aba North Local Government Area,NmLIx68MjRi,101,FHlOerryBjk,ab Osusu 2 Ward,A2WMEwqssM6
ab Abia State,ab Osisioma Ngwa Local Government Area,R72wK9F1YKO,111,FHlOerryBjk,ab Otuobi Ward,JWOA6hcM5ha
ab Abia State,ab Isuikwuato Local Government Area,VVYnLplahao,108,FHlOerryBjk,ab Ovim Ward,xfu93EK6dMb
ab Abia State,ab Arochukwu Local Government Area,YmDVu2Zobjx,103,FHlOerryBjk,ab Ovukwu Ward,cgOFom5fUCt
ab Abia State,ab Isiala-Ngwa South Local Government Area,PvCx4O9hUyE,107,FHlOerryBjk,ab Ovungwu ward,KPCIWchSD3E
ab Abia State,ab Isiala-Ngwa South Local Government Area,PvCx4O9hUyE,107,FHlOerryBjk,ab Ovuokwu Ward,fByC7BEqOjW
ab Abia State,ab Isiala-Ngwa South Local Government Area,PvCx4O9hUyE,107,FHlOerryBjk,ab Owerenoche Ward,nAw4Ezfi2ZR
ab Abia State,ab Ugwunagbo Local Government Area,hbPiBm4baVQ,112,FHlOerryBjk,ab Owerri-Aba Ward,LDWLpWzFa7Y
ab Abia State,ab Ohafia Local Government Area,CaNeJHeZmUR,110,FHlOerryBjk,ab Owuwanyanuwu Ward,Ge8nXZMP3Lx
ab Abia State,ab Ukwa West Local Government Area,VIBkrLoSn6m,114,FHlOerryBjk,ab Oza-Ukwu Ward I,DhhdJ0M0Pr7
ab Abia State,ab Ukwa West Local Government Area,VIBkrLoSn6m,114,FHlOerryBjk,ab Oza-Ukwu Ward II,AomNNOG1CPw
ab Abia State,ab Ukwa West Local Government Area,VIBkrLoSn6m,114,FHlOerryBjk,ab Oza-West Ward,sxB3Mnp6b7W
ab Abia State,ab Bende Local Government Area,mM1oE6m2BPZ,104,FHlOerryBjk,ab Ozuitem Ward,dpRzzonhCnf
ab Abia State,ab Umunneochi Local Government Area,jcDcQsnT8hO,117,FHlOerryBjk,ab Ubahu Akawa Ward,mVtN1e0WaCQ
ab Abia State,ab Umuahia South Local Government Area,gtiaV7dAXXP,116,FHlOerryBjk,ab Ubakala A Ward,UyuVHBzSjEx
ab Abia State,ab Umuahia South Local Government Area,gtiaV7dAXXP,116,FHlOerryBjk,ab Ubakala B Ward,tt8EpkMbkhH
ab Abia State,ab Ohafia Local Government Area,CaNeJHeZmUR,110,FHlOerryBjk,ab Uduma Ward,XE6YvKXhtJ8
ab Abia State,ab Ikwuano Local Government Area,XrdEDixLBo6,105,FHlOerryBjk,ab Ugwuegbu Ward,qzzqZZRpMmU
ab Abia State,ab Bende Local Government Area,mM1oE6m2BPZ,104,FHlOerryBjk,ab Ugwueke Ward,oOw0UFo3NTs
ab Abia State,ab Ohafia Local Government Area,CaNeJHeZmUR,110,FHlOerryBjk,ab Ugwufie Ward,GBV5GmOG5bz
ab Abia State,ab Ikwuano Local Government Area,XrdEDixLBo6,105,FHlOerryBjk,ab Uhala-Uda-Origwe Ward,I2CVU8PHgP7
ab Abia State,ab Ugwunagbo Local Government Area,hbPiBm4baVQ,112,FHlOerryBjk,ab Umuada Ward,D6WzDaVbIPG
ab Abia State,ab Umunneochi Local Government Area,jcDcQsnT8hO,117,FHlOerryBjk,ab Umuaku Ward 1,MLdOMLSk1oa
ab Abia State,ab Umunneochi Local Government Area,jcDcQsnT8hO,117,FHlOerryBjk,ab Umuaku Ward II,BT2RQIs4DiN
ab Abia State,ab Ugwunagbo Local Government Area,hbPiBm4baVQ,112,FHlOerryBjk,ab Umuarukwu Ward,CTdESzXjBGs
ab Abia State,ab Isuikwuato Local Government Area,VVYnLplahao,108,FHlOerryBjk,ab Umuasua Ward,qD9cVzR3VGP
ab Abia State,ab Ugwunagbo Local Government Area,hbPiBm4baVQ,112,FHlOerryBjk,ab Umuchima Ward,gCYJi4fjKLn
ab Abia State,ab Umunneochi Local Government Area,jcDcQsnT8hO,117,FHlOerryBjk,ab Umudim Uhuolugho Ward,Tf7MayyJHZ9
ab Abia State,ab Isiala-Ngwa North Local Government Area,noxZsS0SI3j,106,FHlOerryBjk,ab Umuelemoh Mbawsi Ward,PRv8NgZvXPk
ab Abia State,ab Ugwunagbo Local Government Area,hbPiBm4baVQ,112,FHlOerryBjk,ab Umugo Ward,VNmBxTxvvFV
ab Abia State,ab Isiala-Ngwa North Local Government Area,noxZsS0SI3j,106,FHlOerryBjk,ab Umuha Ward,Q983fqUIm7Z
ab Abia State,ab Bende Local Government Area,mM1oE6m2BPZ,104,FHlOerryBjk,ab Umuhu Ward,h2WZwMuTCzv
ab Abia State,ab Umuahia North Local Government Area,Nya0Lyr9MV5,115,FHlOerryBjk,ab Umuhu Ward (Umuahia North),XdhKyMUOMHl
ab Abia State,ab Ukwa East Local Government Area,MOb01aK42zX,113,FHlOerryBjk,ab Umuigube Achara Ward,kgFr9MPHLIO
ab Abia State,ab Ukwa West Local Government Area,VIBkrLoSn6m,114,FHlOerryBjk,ab Umuikuisi-Asa Ward,SlBZabcuLQI
ab Abia State,ab Bende Local Government Area,mM1oE6m2BPZ,104,FHlOerryBjk,ab Umuimenyi Ward,WGp62hdYycJ
ab Abia State,ab Isiala-Ngwa North Local Government Area,noxZsS0SI3j,106,FHlOerryBjk,ab Umunna Ward,hFHT12cKVht
ab Abia State,ab Osisioma Ngwa Local Government Area,R72wK9F1YKO,111,FHlOerryBjk,ab Umunneise Ward,jgroeUx1Ny9
ab Abia State,ab Isuikwuato Local Government Area,VVYnLplahao,108,FHlOerryBjk,ab Umunnekwu 1 Ward,X2PmlfwtWGo
ab Abia State,ab Isuikwuato Local Government Area,VVYnLplahao,108,FHlOerryBjk,ab Umunnekwu 2 Ward,fn3Sw2gH2Lp
ab Abia State,ab Umunneochi Local Government Area,jcDcQsnT8hO,117,FHlOerryBjk,ab Umuobasi Ward,Avr4EeQE7e8
ab Abia State,ab Aba South Local Government Area,FQhClVW8Xg4,102,FHlOerryBjk,ab Umuogele Ward,swBLYtufYJt
ab Abia State,ab Aba North Local Government Area,NmLIx68MjRi,101,FHlOerryBjk,ab Umuogor Ward,xBV6ZtV3hyH
ab Abia State,ab Aba North Local Government Area,NmLIx68MjRi,101,FHlOerryBjk,ab Umuola Ward,pTqydTedd06
ab Abia State,ab Osisioma Ngwa Local Government Area,R72wK9F1YKO,111,FHlOerryBjk,ab Uratta Amaise Ward,Bvf4LxqW605
ab Abia State,ab Aba North Local Government Area,NmLIx68MjRi,101,FHlOerryBjk,ab Uratta Ward,WHMPWWyqD7b
ab Abia State,ab Osisioma Ngwa Local Government Area,R72wK9F1YKO,111,FHlOerryBjk,ab Uratta Ward (Osisioma Ngwa),zvj28Cxkixv
ab Abia State,ab Umuahia North Local Government Area,Nya0Lyr9MV5,115,FHlOerryBjk,ab Urban Ward 1,tLDmVM5CskT
ab Abia State,ab Umuahia North Local Government Area,Nya0Lyr9MV5,115,FHlOerryBjk,ab Urban Ward 2,rm66TkkAAOZ
ab Abia State,ab Umuahia North Local Government Area,Nya0Lyr9MV5,115,FHlOerryBjk,ab Urban Ward 3,FOesNbFfP6F
ab Abia State,ab Umuahia North Local Government Area,Nya0Lyr9MV5,115,FHlOerryBjk,ab Urban Ward 4,YPHMb7V3SjF
ab Abia State,ab Umuahia North Local Government Area,Nya0Lyr9MV5,115,FHlOerryBjk,ab Urban Ward 5,WOM2Lwafe9A
ab Abia State,ab Ikwuano Local Government Area,XrdEDixLBo6,105,FHlOerryBjk,ab Usaka Ward,GfcTJS6NOTo
ab Abia State,ab Arochukwu Local Government Area,YmDVu2Zobjx,103,FHlOerryBjk,ab Ututu Ward,Qyrc1htq80P
ab Abia State,ab Bende Local Government Area,mM1oE6m2BPZ,104,FHlOerryBjk,ab Uzuakoli 1 Ward,iwfcHts1HjV
ab Abia State,ab Bende Local Government Area,mM1oE6m2BPZ,104,FHlOerryBjk,ab Uzuakoli 2 Ward,SzVRahHdOng
ko Kogi State,ko Okene Local Government Area,BNszdgYq8u6,2217,S7Vs7ifJKlh,Abuga Ozuja Ward,XcJa1Sv82HJ
ad Adamawa State,ad Yola South Local Government Area,GArKPmuMV50,221,OgjFloqKoqk,ad Adarawo Ward,hs6fdoOUDzx
ad Adamawa State,ad Yola North Local Government Area,cGlWN2vidCC,220,OgjFloqKoqk,ad Ajiya Ward,MIJq6Fn7voQ
ad Adamawa State,ad Yola North Local Government Area,cGlWN2vidCC,220,OgjFloqKoqk,ad Alkalawa Ward,HLEUnciYzSa
ad Adamawa State,ad Mubi North Local Government Area,f5Jrkz6QYek,214,OgjFloqKoqk,ad Bahuli Ward,WAZQgpenyAk
ad Adamawa State,ad Mayo-Belwa Local Government Area,Gnc1yMuFCPD,212,OgjFloqKoqk,ad Bajama Ward,eHjEiuAV5Xm
ad Adamawa State,ad Ganye Local Government Area,uH7aGHolUPO,203,OgjFloqKoqk,ad Bakari Goso Ward,QxeATXYqLj6
ad Adamawa State,ad Yola South Local Government Area,GArKPmuMV50,221,OgjFloqKoqk,ad Bako Ward,RjsQ2lnb6oZ
ad Adamawa State,ad Shelleng Local Government Area,TjCLys8YgKo,217,OgjFloqKoqk,ad Bakta Ward,dLAIdDuiRzY
ad Adamawa State,ad Hong Local Government Area,xO0Hru6SBFb,207,OgjFloqKoqk,ad Bangshika Ward,N5YRdIQ7zlE
ad Adamawa State,ad Guyuk Local Government Area,nTbVPkvXnYg,206,OgjFloqKoqk,ad Banjiram Ward,reV7qEbnK7j
ad Adamawa State,ad Numan Local Government Area,BSGaVgpmuaq,216,OgjFloqKoqk,ad Bare Ward,zRapaFR0xMN
ad Adamawa State,ad Michika Local Government Area,AG1tY8HEJdp,213,OgjFloqKoqk,ad Bazza-Margi Ward,cUp6GqnlrSe
ad Adamawa State,ad Madagali Local Government Area,sfBIqMYf2Me,210,OgjFloqKoqk,ad Bebel Ward,kil68OsZ92W
ad Adamawa State,ad Maiha Local Government Area,v1qQNHi2SLe,211,OgjFloqKoqk,ad Belel Ward,dRI8AJxisa8
ad Adamawa State,ad Mubi North Local Government Area,f5Jrkz6QYek,214,OgjFloqKoqk,ad Besto Ward,c3RACetRdBo
ad Adamawa State,ad Fufore Local Government Area,MTrbt9Enp9l,202,OgjFloqKoqk,ad Beti Ward,dmdJEo5xfyQ
ad Adamawa State,ad Demsa Local Government Area,agAcarLl8in,201,OgjFloqKoqk,ad Bille Ward,mpMf5MxLVof
ad Adamawa State,ad Mayo-Belwa Local Government Area,Gnc1yMuFCPD,212,OgjFloqKoqk,ad Binyeri Ward,FuPqVDb4tZh
ad Adamawa State,ad Guyuk Local Government Area,nTbVPkvXnYg,206,OgjFloqKoqk,ad Bobini Ward,QQYVilROspD
ad Adamawa State,ad Guyuk Local Government Area,nTbVPkvXnYg,206,OgjFloqKoqk,ad Bodeno Ward,fHLsXuRlvMt
ad Adamawa State,ad Shelleng Local Government Area,TjCLys8YgKo,217,OgjFloqKoqk,ad Bodwai Ward,gPMfouyU9YK
ad Adamawa State,ad Gombi Local Government Area,gR02KHxwEkC,205,OgjFloqKoqk,ad Boga Ward,uhDvvOobq9k
ad Adamawa State,ad Yola South Local Government Area,GArKPmuMV50,221,OgjFloqKoqk,ad Bole-Yoldepate Ward,FtwT8Hi6U2X
ad Adamawa State,ad Numan Local Government Area,BSGaVgpmuaq,216,OgjFloqKoqk,ad Bolki Ward,jdZYlAHPuBK
ad Adamawa State,ad Demsa Local Government Area,agAcarLl8in,201,OgjFloqKoqk,ad Borrong Ward,zEjOUVpCgAq
ad Adamawa State,ad Guyuk Local Government Area,nTbVPkvXnYg,206,OgjFloqKoqk,ad Chikila Ward,BK92Mu2a47O
ad Adamawa State,ad Girei Local Government Area,E4UgKl7XGyR,204,OgjFloqKoqk,ad Dakri Ward,A4XP9VFG8GM
ad Adamawa State,ad Hong Local Government Area,xO0Hru6SBFb,207,OgjFloqKoqk,ad Daksiri Ward,jDjPaJqtTGL
ad Adamawa State,ad Girei Local Government Area,E4UgKl7XGyR,204,OgjFloqKoqk,ad Damare Ward,QB4k004dluI
ad Adamawa State,ad Jada Local Government Area,oAhWtMSiDTs,208,OgjFloqKoqk,ad Danaba Ward,mLdgCnkaZrt
ad Adamawa State,ad Toungo Local Government Area,o5V62YZjB6t,219,OgjFloqKoqk,ad Dawo 1 Ward,tFdHR2cIxXG
ad Adamawa State,ad Toungo Local Government Area,o5V62YZjB6t,219,OgjFloqKoqk,ad Dawo 2 Ward,oJ9Kb2n5HBE
ad Adamawa State,ad Demsa Local Government Area,agAcarLl8in,201,OgjFloqKoqk,ad Demsa Ward,Mroj0UxAKKa
ad Adamawa State,ad Mubi North Local Government Area,f5Jrkz6QYek,214,OgjFloqKoqk,ad Digil Ward,g9XcY7ykBGU
ad Adamawa State,ad Demsa Local Government Area,agAcarLl8in,201,OgjFloqKoqk,ad Dilli Ward,ACR0xgtEAYy
ad Adamawa State,ad Mubi South Local Government Area,GznoYjquR5l,215,OgjFloqKoqk,ad Dirbishi Ward,QR8SsKUhojQ
ad Adamawa State,ad Song Local Government Area,DJzgYjMWAEh,218,OgjFloqKoqk,ad Dirma Ward,Rj0HKAoErth
ad Adamawa State,ad Demsa Local Government Area,agAcarLl8in,201,OgjFloqKoqk,ad Dong Ward,JJJU5M9q9Bi
ad Adamawa State,ad Yola North Local Government Area,cGlWN2vidCC,220,OgjFloqKoqk,ad Doubeli Ward,aSZdmvEainz
ad Adamawa State,ad Lamurde Local Government Area,nJtkRzcJ64r,209,OgjFloqKoqk,ad Dubwange Ward,JgbpGJK0vNM
ad Adamawa State,ad Madagali Local Government Area,sfBIqMYf2Me,210,OgjFloqKoqk,ad Duhu Ward,LZvZeCqiyIz
ad Adamawa State,ad Guyuk Local Government Area,nTbVPkvXnYg,206,OgjFloqKoqk,ad Dukul Ward,Zcscf4WXAkY
ad Adamawa State,ad Guyuk Local Government Area,nTbVPkvXnYg,206,OgjFloqKoqk,ad Dumna Ward,MTqBteafmQV
ad Adamawa State,ad Song Local Government Area,DJzgYjMWAEh,218,OgjFloqKoqk,ad Dumne Ward,CR1WfS1pLhD
ad Adamawa State,ad Mubi South Local Government Area,GznoYjquR5l,215,OgjFloqKoqk,ad Duvu Ward,naKUlhFyiI1
ad Adamawa State,ad Gombi Local Government Area,gR02KHxwEkC,205,OgjFloqKoqk,ad Duwa Ward,vSm9Xm4zxYd
ad Adamawa State,ad Demsa Local Government Area,agAcarLl8in,201,OgjFloqKoqk,ad Dwam Ward,Z46wMfWEttg
ad Adamawa State,ad Fufore Local Government Area,MTrbt9Enp9l,202,OgjFloqKoqk,ad Farang Ward,YoPWe24r1Uq
ad Adamawa State,ad Fufore Local Government Area,MTrbt9Enp9l,202,OgjFloqKoqk,ad Fufore Ward,eKWyrSddeZh
ad Adamawa State,ad Michika Local Government Area,AG1tY8HEJdp,213,OgjFloqKoqk,ad Futudou-Futuless Ward,FLcKoi3nprt
ad Adamawa State,ad Gombi Local Government Area,gR02KHxwEkC,205,OgjFloqKoqk,ad Ga'anda Ward,bqWGPTr64Wq
ad Adamawa State,ad Gombi Local Government Area,gR02KHxwEkC,205,OgjFloqKoqk,ad Gabun Ward,h2vwPOYHmhX
ad Adamawa State,ad Numan Local Government Area,BSGaVgpmuaq,216,OgjFloqKoqk,ad Gamadio Ward,DTg7EMXngIJ
ad Adamawa State,ad Ganye Local Government Area,uH7aGHolUPO,203,OgjFloqKoqk,ad Gamu Ward,dJvaEmLOeAl
ad Adamawa State,ad Mayo-Belwa Local Government Area,Gnc1yMuFCPD,212,OgjFloqKoqk,ad Gangfada Ward,VIjaSopl9f4
ad Adamawa State,ad Ganye Local Government Area,uH7aGHolUPO,203,OgjFloqKoqk,ad Ganye 1 Ward,Q2YJfnrZ9sr
ad Adamawa State,ad Ganye Local Government Area,uH7aGHolUPO,203,OgjFloqKoqk,ad Ganye 2 Ward,YCwO2WAjccz
ad Adamawa State,ad Hong Local Government Area,xO0Hru6SBFb,207,OgjFloqKoqk,ad Garaha Ward,IiayK511zBF
ad Adamawa State,ad Gombi Local Government Area,gR02KHxwEkC,205,OgjFloqKoqk,ad Garkida Ward,cG0lCWvRX0N
ad Adamawa State,ad Michika Local Government Area,AG1tY8HEJdp,213,OgjFloqKoqk,ad Garta-Ghumchi Ward,sUo3TAia3gC
ad Adamawa State,ad Hong Local Government Area,xO0Hru6SBFb,207,OgjFloqKoqk,ad Gaya Sikalmi Ward,Yj2tl5sbprU
ad Adamawa State,ad Mubi South Local Government Area,GznoYjquR5l,215,OgjFloqKoqk,ad Gella Ward,QOlGMNs9E2p
ad Adamawa State,ad Mayo-Belwa Local Government Area,Gnc1yMuFCPD,212,OgjFloqKoqk,ad Gengle Ward,ZjIFxVGyhbK
ad Adamawa State,ad Girei Local Government Area,E4UgKl7XGyR,204,OgjFloqKoqk,ad Gereng Ward,HrbFGHAcCfU
ad Adamawa State,ad Girei Local Government Area,E4UgKl7XGyR,204,OgjFloqKoqk,ad Girei I Ward,A5k0jTHAt40
ad Adamawa State,ad Girei Local Government Area,E4UgKl7XGyR,204,OgjFloqKoqk,ad Girei II Ward,WyDWytyaZCb
ad Adamawa State,ad Gombi Local Government Area,gR02KHxwEkC,205,OgjFloqKoqk,ad Gombi North Ward,MxRpnv6g43V
ad Adamawa State,ad Gombi Local Government Area,gR02KHxwEkC,205,OgjFloqKoqk,ad Gombi South Ward,aLJHsaQpxkW
ad Adamawa State,ad Mayo-Belwa Local Government Area,Gnc1yMuFCPD,212,OgjFloqKoqk,ad Gorobi Ward,txgpMSv9LkW
ad Adamawa State,ad Mubi South Local Government Area,GznoYjquR5l,215,OgjFloqKoqk,ad Gude Ward,oKcTu22QeSb
ad Adamawa State,ad Song Local Government Area,DJzgYjMWAEh,218,OgjFloqKoqk,ad Gudu-Mboi Ward,qBjKYvjYrRs
ad Adamawa State,ad Madagali Local Government Area,sfBIqMYf2Me,210,OgjFloqKoqk,ad Gulak Ward,rqBWG9rhfwJ
ad Adamawa State,ad Toungo Local Government Area,o5V62YZjB6t,219,OgjFloqKoqk,ad Gumti Ward,VwRYdMRgQwH
ad Adamawa State,ad Shelleng Local Government Area,TjCLys8YgKo,217,OgjFloqKoqk,ad Gundo Ward,Wom46fCs1Cr
ad Adamawa State,ad Fufore Local Government Area,MTrbt9Enp9l,202,OgjFloqKoqk,ad Gurin Ward,ucounNCxWmV
ad Adamawa State,ad Ganye Local Government Area,uH7aGHolUPO,203,OgjFloqKoqk,ad Gurum Pawo Ward,de6T8lU9DeM
ad Adamawa State,ad Gombi Local Government Area,gR02KHxwEkC,205,OgjFloqKoqk,ad Guyaku Ward,xysx0WKax1k
ad Adamawa State,ad Guyuk Local Government Area,nTbVPkvXnYg,206,OgjFloqKoqk,ad Guyuk Ward,iAPnfCLa5Od
ad Adamawa State,ad Yola North Local Government Area,cGlWN2vidCC,220,OgjFloqKoqk,ad Gwadabawa Ward,pIz4KHG9cvM
ad Adamawa State,ad Demsa Local Government Area,agAcarLl8in,201,OgjFloqKoqk,ad Gwamba Ward,JQPYzaLBF09
ad Adamawa State,ad Shelleng Local Government Area,TjCLys8YgKo,217,OgjFloqKoqk,ad Gwapopolok Ward,AOWhk29JZLc
ad Adamawa State,ad Lamurde Local Government Area,nJtkRzcJ64r,209,OgjFloqKoqk,ad Gyawana Ward,IZqSEU4omVD
ad Adamawa State,ad Hong Local Government Area,xO0Hru6SBFb,207,OgjFloqKoqk,ad Hildi Ward,BoUwfITokcW
ad Adamawa State,ad Hong Local Government Area,xO0Hru6SBFb,207,OgjFloqKoqk,ad Hong Ward,zjAE5JxfqpM
ad Adamawa State,ad Hong Local Government Area,xO0Hru6SBFb,207,OgjFloqKoqk,ad Hosheri-Zum Ward,u3IAsnCN8zV
ad Adamawa State,ad Maiha Local Government Area,v1qQNHi2SLe,211,OgjFloqKoqk,ad Humbutudi Ward,hIuw6lMzIco
ad Adamawa State,ad Madagali Local Government Area,sfBIqMYf2Me,210,OgjFloqKoqk,ad Hyambula Ward,UCxyPG3laGj
ad Adamawa State,ad Numan Local Government Area,BSGaVgpmuaq,216,OgjFloqKoqk,ad Imburu Ward,YR4UYRbryBf
ad Adamawa State,ad Jada Local Government Area,oAhWtMSiDTs,208,OgjFloqKoqk,ad Jada 1 Ward,nnWPiTdOla0
ad Adamawa State,ad Jada Local Government Area,oAhWtMSiDTs,208,OgjFloqKoqk,ad Jada 2 Ward,z2WgaM9T2X0
ad Adamawa State,ad Ganye Local Government Area,uH7aGHolUPO,203,OgjFloqKoqk,ad Jaggu Ward,WGdwJhnYRso
ad Adamawa State,ad Yola North Local Government Area,cGlWN2vidCC,220,OgjFloqKoqk,ad Jambutu Ward,MhCkZHoIRuc
ad Adamawa State,ad Girei Local Government Area,E4UgKl7XGyR,204,OgjFloqKoqk,ad Jera Bakari Ward,Sjbqri36lQN
ad Adamawa State,ad Girei Local Government Area,E4UgKl7XGyR,204,OgjFloqKoqk,ad Jera Bonyo Ward,Qldp85tYAek
ad Adamawa State,ad Mayo-Belwa Local Government Area,Gnc1yMuFCPD,212,OgjFloqKoqk,ad Jereng Ward,Za1GxpPlCph
ad Adamawa State,ad Michika Local Government Area,AG1tY8HEJdp,213,OgjFloqKoqk,ad Jigalambu Ward,dkWfrFrdpNX
ad Adamawa State,ad Shelleng Local Government Area,TjCLys8YgKo,217,OgjFloqKoqk,ad Jumbul Ward,PPQ4oHBnDmb
ad Adamawa State,ad Yola North Local Government Area,cGlWN2vidCC,220,OgjFloqKoqk,ad Karewa Ward,dKWj6O77ngC
ad Adamawa State,ad Fufore Local Government Area,MTrbt9Enp9l,202,OgjFloqKoqk,ad Karlahi Ward,LXY8QWW9oVN
ad Adamawa State,ad Shelleng Local Government Area,TjCLys8YgKo,217,OgjFloqKoqk,ad Ketembere Ward,mcqUpQUGiRz
ad Adamawa State,ad Song Local Government Area,DJzgYjMWAEh,218,OgjFloqKoqk,ad Kilange Funa Ward,RI3YaTF8rRZ
ad Adamawa State,ad Song Local Government Area,DJzgYjMWAEh,218,OgjFloqKoqk,ad Kilange Hirna Ward,KZkPNTTydry
ad Adamawa State,ad Madagali Local Government Area,sfBIqMYf2Me,210,OgjFloqKoqk,ad Kirchinga Ward,RifwucCBSeP
ad Adamawa State,ad Toungo Local Government Area,o5V62YZjB6t,219,OgjFloqKoqk,ad Kiri 1 Ward,Gx3p7wEuwJU
ad Adamawa State,ad Toungo Local Government Area,o5V62YZjB6t,219,OgjFloqKoqk,ad Kiri 2 Ward,arjZH7tj4Rh
ad Adamawa State,ad Shelleng Local Government Area,TjCLys8YgKo,217,OgjFloqKoqk,ad Kiri Ward,bMgVvHJFSEj
ad Adamawa State,ad Numan Local Government Area,BSGaVgpmuaq,216,OgjFloqKoqk,ad Kodomti Ward,l4u9yAvn4Kc
